Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Silt,5.02,56.36,0.73,1.42,144,22,90,26.0,40.81,206.28,Maize,Vegetative,Zaid,Canal,Maize,South,214.11,6.59,DAP
Sandy,7.93,14.62,1.08,1.64,97,62,17,29.17,62.22,1710.37,Tomato,Sowing,Zaid,Sprinkler,Maize,East,207.54,6.34,MOP
Clay,6.73,14.79,0.95,0.84,66,46,47,25.39,48.77,392.2,Maize,Harvest,Zaid,Drip,Rice,South,229.71,2.61,Compost
Loamy,7.95,33.8,1.0,2.37,138,65,19,30.26,89.4,1235.05,Wheat,Flowering,Kharif,Rainfed,Potato,Central,76.52,6.52,MOP
Loamy,7.82,39.41,0.94,2.4,66,68,39,37.21,52.54,1464.61,Wheat,Vegetative,Kharif,Rainfed,Potato,South,122.1,1.57,MOP
Clay,5.63,31.29,1.24,1.7,37,21,16,27.62,32.34,895.31,Rice,Vegetative,Kharif,Canal,Rice,West,193.65,5.74,Urea
Clay,6.69,26.32,0.62,2.72,115,12,11,36.89,58.38,2938.75,Rice,Harvest,Zaid,Sprinkler,Tomato,North,158.97,5.35,DAP
Sandy,4.83,42.05,1.12,0.44,52,23,31,33.46,50.04,1165.52,Tomato,Harvest,Rabi,Canal,Maize,South,176.85,7.68,Urea
Silt,8.16,10.1,1.49,2.38,148,44,14,35.95,52.2,605.17,Potato,Flowering,Rabi,Canal,Maize,Central,103.21,5.47,MOP
Loamy,6.12,58.4,0.71,1.72,111,39,76,29.78,52.23,304.49,Cotton,Flowering,Rabi,Drip,Rice,East,202.49,3.44,DAP
Silt,6.07,21.6,1.23,0.77,36,80,82,25.56,82.87,1066.38,Potato,Sowing,Rabi,Sprinkler,Rice,East,133.91,4.7,Urea
Loamy,5.71,55.85,0.52,0.48,65,75,78,12.09,59.9,2498.98,Maize,Vegetative,Kharif,Canal,Maize,Central,249.9,7.88,NPK
Loamy,6.34,15.45,0.57,0.97,98,27,65,35.05,45.17,888.61,Sugarcane,Harvest,Kharif,Drip,Potato,Central,196.79,1.98,DAP
Silt,5.51,21.9,1.42,2.58,114,35,29,17.26,77.55,1876.39,Cotton,Flowering,Kharif,Sprinkler,Wheat,South,299.36,5.69,DAP
Clay,6.0,21.74,0.23,2.38,22,55,102,11.1,56.61,2969.52,Sugarcane,Vegetative,Zaid,Canal,Cotton,West,197.92,6.2,Urea
Sandy,7.7,59.81,0.48,1.97,75,21,79,25.57,38.72,1162.05,Sugarcane,Flowering,Zaid,Sprinkler,Wheat,South,63.31,6.58,DAP
Loamy,7.84,10.23,0.83,0.36,159,67,77,28.98,89.91,1924.77,Potato,Vegetative,Zaid,Rainfed,Potato,North,104.48,7.09,Zinc Sulphate
Clay,5.72,41.98,0.72,2.87,45,66,109,29.85,31.64,1878.68,Potato,Harvest,Zaid,Sprinkler,Wheat,Central,112.99,5.63,Urea
Loamy,6.38,53.48,1.02,0.99,79,41,66,30.09,72.55,1864.03,Maize,Flowering,Zaid,Sprinkler,Potato,Central,56.34,4.57,MOP
Sandy,8.0,43.61,0.45,1.86,77,73,30,29.61,80.85,2869.49,Rice,Flowering,Zaid,Rainfed,Sugarcane,West,279.68,4.14,MOP
Loamy,4.71,28.14,0.29,2.43,27,83,26,34.25,51.23,2400.6,Rice,Flowering,Rabi,Sprinkler,Cotton,South,206.73,3.08,Urea
Sandy,8.06,57.92,0.68,0.49,45,75,88,33.08,39.44,224.7,Rice,Flowering,Kharif,Canal,Maize,South,253.02,7.42,Urea
Sandy,5.38,54.68,0.88,1.99,129,46,36,34.39,56.19,278.13,Sugarcane,Vegetative,Kharif,Canal,Tomato,North,196.65,2.54,MOP
Loamy,7.21,31.7,0.93,0.19,68,23,48,23.81,58.95,312.11,Tomato,Flowering,Kharif,Sprinkler,Maize,North,264.33,6.95,DAP
Loamy,6.83,38.67,0.98,0.4,62,19,92,11.88,89.98,1220.88,Tomato,Vegetative,Kharif,Drip,Wheat,South,206.78,4.57,DAP
Sandy,6.71,58.38,0.91,2.2,40,74,116,29.19,31.17,1430.97,Tomato,Vegetative,Kharif,Sprinkler,Potato,North,70.58,1.85,Urea
Clay,7.94,59.13,0.52,0.55,118,73,76,16.31,69.35,2460.18,Potato,Flowering,Zaid,Rainfed,Sugarcane,East,57.33,5.94,Zinc Sulphate
Silt,4.91,32.49,1.19,1.39,150,50,101,35.79,78.27,1981.62,Cotton,Flowering,Zaid,Canal,Wheat,West,160.81,5.14,Compost
Sandy,5.89,52.37,0.31,0.82,108,30,95,31.65,67.07,2999.93,Rice,Flowering,Rabi,Drip,Rice,East,210.64,1.67,DAP
Loamy,6.65,25.1,0.46,1.32,40,78,79,32.98,67.8,2423.31,Potato,Harvest,Zaid,Sprinkler,Wheat,South,261.73,1.11,Urea
Loamy,7.75,28.59,1.16,0.32,33,18,104,18.59,82.52,2645.77,Maize,Vegetative,Rabi,Canal,Wheat,West,273.8,1.85,Urea
Clay,5.37,18.24,0.56,2.29,155,18,78,28.99,63.91,709.55,Tomato,Vegetative,Kharif,Sprinkler,Potato,West,255.21,5.62,DAP
Silt,7.71,20.46,0.84,0.33,26,27,22,25.84,82.9,1996.0,Potato,Flowering,Kharif,Canal,Rice,West,76.49,4.31,Urea
Sandy,6.1,42.84,0.63,2.53,118,78,107,18.05,42.61,617.24,Wheat,Sowing,Kharif,Rainfed,Rice,Central,238.91,1.6,Compost
Sandy,5.26,35.54,0.86,2.02,149,71,59,34.37,60.97,2089.92,Potato,Harvest,Zaid,Sprinkler,Wheat,South,137.35,5.46,Compost
Silt,7.54,21.56,0.65,1.31,88,25,19,26.5,32.02,2467.04,Wheat,Vegetative,Rabi,Drip,Sugarcane,East,264.35,3.97,DAP
Sandy,4.86,30.15,1.49,2.61,85,13,65,15.72,78.21,1040.76,Tomato,Harvest,Kharif,Drip,Rice,West,256.32,5.54,DAP
Silt,6.56,28.66,0.66,0.64,37,30,113,19.16,76.64,668.2,Cotton,Harvest,Rabi,Drip,Cotton,South,212.69,6.47,Urea
Loamy,4.76,59.37,1.02,0.87,31,53,113,16.81,62.34,864.75,Wheat,Harvest,Kharif,Canal,Rice,South,278.9,1.17,Urea
Silt,5.93,52.68,1.35,0.5,127,87,53,19.37,53.75,2470.63,Wheat,Vegetative,Zaid,Canal,Maize,West,185.53,1.39,NPK
Sandy,6.9,29.4,1.03,1.21,79,85,37,15.65,52.21,1731.77,Wheat,Flowering,Kharif,Canal,Potato,Central,110.37,6.24,MOP
Silt,6.72,55.7,0.94,2.96,73,36,94,21.13,42.07,1702.1,Wheat,Sowing,Zaid,Rainfed,Rice,North,213.26,1.37,DAP
Clay,6.12,27.13,0.94,0.57,59,43,46,30.82,55.67,1814.93,Potato,Flowering,Zaid,Rainfed,Rice,Central,97.84,4.92,Urea
Loamy,6.22,43.4,0.85,2.51,23,13,45,38.78,48.23,1578.47,Tomato,Sowing,Kharif,Rainfed,Cotton,North,240.51,6.6,Urea
Loamy,5.41,58.33,1.25,1.99,40,60,65,16.32,64.66,2617.51,Wheat,Vegetative,Zaid,Sprinkler,Sugarcane,North,269.86,1.42,Urea
Silt,6.32,29.51,0.27,0.15,110,11,101,18.99,77.19,1620.85,Tomato,Sowing,Rabi,Canal,Potato,West,216.41,5.78,DAP
Sandy,8.31,43.99,1.35,2.84,60,41,86,10.06,71.65,1868.69,Tomato,Flowering,Zaid,Canal,Wheat,South,172.6,1.78,Zinc Sulphate
Clay,7.9,24.8,0.96,2.92,115,11,66,16.76,60.84,2943.43,Rice,Vegetative,Rabi,Drip,Cotton,South,288.03,5.94,DAP
Loamy,5.08,23.32,1.3,2.78,55,67,45,22.55,86.92,1474.9,Sugarcane,Flowering,Zaid,Rainfed,Cotton,North,247.51,6.55,Urea
Loamy,4.62,38.71,0.21,1.56,141,31,10,23.85,41.84,723.99,Maize,Harvest,Zaid,Rainfed,Cotton,North,165.1,1.76,DAP
Sandy,8.23,58.96,1.33,0.74,36,28,52,17.99,68.4,1776.32,Maize,Harvest,Zaid,Sprinkler,Sugarcane,East,187.44,7.17,Urea
Sandy,6.61,32.66,0.36,1.23,110,29,18,14.51,35.28,2172.94,Maize,Flowering,Zaid,Canal,Wheat,North,229.33,6.2,DAP
Clay,6.65,56.88,1.14,1.88,154,27,93,26.89,70.38,550.47,Wheat,Flowering,Kharif,Drip,Rice,South,160.05,3.38,DAP
Silt,7.62,55.72,0.74,1.2,137,59,116,22.28,73.52,653.55,Cotton,Harvest,Zaid,Sprinkler,Maize,West,150.79,1.19,Urea
Sandy,5.76,22.69,1.09,2.15,121,23,115,22.79,76.96,268.23,Tomato,Sowing,Zaid,Rainfed,Potato,West,266.91,1.98,DAP
Silt,6.43,30.09,1.02,2.41,81,29,90,36.85,69.83,2284.26,Sugarcane,Flowering,Zaid,Sprinkler,Cotton,North,140.29,3.74,DAP
Clay,8.37,42.17,0.41,0.71,137,54,76,26.84,37.36,766.0,Maize,Harvest,Rabi,Sprinkler,Wheat,East,298.18,4.65,Zinc Sulphate
Silt,7.19,35.9,0.87,1.27,103,56,41,21.65,32.66,2723.04,Maize,Sowing,Kharif,Drip,Tomato,South,134.95,6.29,NPK
Loamy,5.11,14.8,0.56,2.88,76,66,108,17.61,72.86,1643.23,Rice,Vegetative,Rabi,Drip,Sugarcane,South,237.66,5.69,Compost
Silt,5.03,59.68,0.93,0.82,118,40,79,22.86,77.89,2874.67,Potato,Sowing,Kharif,Sprinkler,Sugarcane,South,177.2,7.61,Compost
Clay,5.32,47.63,1.16,1.1,52,61,67,35.86,31.96,1272.56,Maize,Harvest,Kharif,Canal,Wheat,East,64.68,5.27,Urea
Clay,7.57,31.88,0.31,0.2,45,88,61,38.95,39.0,2876.29,Sugarcane,Flowering,Rabi,Canal,Cotton,East,249.75,4.28,Urea
Clay,5.68,40.91,0.87,1.06,107,55,79,21.32,77.42,2937.35,Potato,Vegetative,Rabi,Rainfed,Maize,North,258.08,4.66,NPK
Silt,4.59,14.38,1.0,1.18,43,16,98,16.27,88.07,564.1,Potato,Flowering,Rabi,Rainfed,Potato,East,236.44,2.31,Urea
Loamy,8.28,34.77,0.58,0.39,50,58,37,37.44,61.23,549.84,Cotton,Vegetative,Zaid,Sprinkler,Potato,West,280.3,5.91,Urea
Sandy,5.18,56.54,1.44,0.1,46,32,112,14.33,39.2,1385.83,Rice,Vegetative,Kharif,Sprinkler,Sugarcane,South,65.56,3.86,Urea
Loamy,4.54,54.83,0.88,1.77,68,50,74,18.92,49.28,1358.9,Sugarcane,Sowing,Rabi,Drip,Rice,South,127.28,6.88,Compost
Silt,5.45,26.87,0.44,0.97,92,13,49,16.12,76.89,2019.77,Maize,Flowering,Kharif,Sprinkler,Sugarcane,South,296.59,2.78,DAP
Silt,5.44,36.57,0.34,0.15,35,40,89,26.97,62.59,515.43,Rice,Harvest,Rabi,Drip,Maize,East,176.13,4.91,Urea
Sandy,6.19,44.87,0.9,2.59,128,56,29,22.26,33.47,2317.72,Cotton,Vegetative,Zaid,Drip,Wheat,Central,117.24,2.79,MOP
Silt,8.18,27.0,0.69,1.79,153,27,97,18.61,48.51,829.83,Sugarcane,Flowering,Rabi,Drip,Wheat,East,141.21,5.64,DAP
Clay,8.02,13.24,0.45,0.6,106,83,88,33.04,75.17,621.73,Cotton,Sowing,Zaid,Canal,Cotton,North,285.59,6.76,Zinc Sulphate
Clay,6.33,35.27,0.24,2.61,130,16,19,29.92,49.55,2424.67,Cotton,Sowing,Zaid,Sprinkler,Sugarcane,East,230.55,3.9,DAP
Clay,6.14,40.08,0.94,0.84,140,47,85,39.87,55.94,424.82,Wheat,Flowering,Rabi,Canal,Tomato,West,80.28,3.35,Urea
Clay,6.72,10.29,0.98,0.76,28,54,71,19.36,84.3,2192.46,Sugarcane,Vegetative,Kharif,Rainfed,Rice,West,113.5,7.31,Urea
Clay,5.47,14.78,0.38,2.69,109,37,46,35.36,89.08,511.21,Potato,Sowing,Kharif,Rainfed,Cotton,South,76.96,4.26,DAP
Silt,4.71,20.36,0.98,0.62,32,68,108,19.08,75.43,2272.17,Maize,Sowing,Zaid,Drip,Wheat,West,265.54,2.48,Urea
Sandy,8.26,27.4,1.44,2.65,154,27,69,10.27,44.41,2413.51,Rice,Harvest,Kharif,Canal,Maize,Central,141.35,2.32,DAP
Sandy,5.25,37.05,1.47,2.43,37,18,100,14.53,44.59,1837.06,Sugarcane,Vegetative,Zaid,Rainfed,Maize,North,294.37,2.37,Urea
Clay,5.29,24.69,1.36,1.0,120,25,86,25.25,48.26,1185.06,Tomato,Harvest,Rabi,Rainfed,Rice,North,295.31,3.15,DAP
Silt,6.39,23.81,1.25,0.2,64,71,103,34.3,39.63,861.43,Sugarcane,Vegetative,Zaid,Drip,Cotton,South,215.2,1.9,NPK
Loamy,6.47,53.47,0.47,0.34,51,49,76,11.72,40.73,2464.96,Rice,Sowing,Kharif,Sprinkler,Rice,South,222.48,5.85,Urea
Loamy,4.57,17.25,0.4,0.42,26,67,61,34.96,45.36,499.03,Sugarcane,Sowing,Kharif,Sprinkler,Rice,North,173.41,4.33,Urea
Silt,5.09,34.77,0.78,2.68,39,75,44,31.48,69.59,2928.51,Sugarcane,Harvest,Kharif,Sprinkler,Sugarcane,South,154.4,5.83,Urea
Clay,6.01,57.64,1.01,1.27,141,78,71,11.04,66.75,2381.53,Rice,Vegetative,Rabi,Rainfed,Maize,East,145.55,3.21,NPK
Sandy,7.23,41.25,1.31,0.19,129,28,21,13.19,50.45,2133.06,Sugarcane,Sowing,Kharif,Drip,Sugarcane,Central,281.54,3.92,DAP
Silt,5.41,45.86,0.5,1.71,33,87,38,12.27,41.8,2968.16,Potato,Flowering,Rabi,Drip,Rice,East,149.84,4.81,Urea
Loamy,6.19,31.56,0.82,0.7,28,36,39,30.37,67.44,2128.44,Rice,Sowing,Zaid,Sprinkler,Sugarcane,West,291.06,4.11,Urea
Loamy,6.73,11.0,1.04,0.78,119,39,31,26.83,37.85,491.1,Rice,Harvest,Rabi,Rainfed,Potato,West,245.87,1.57,DAP
Loamy,8.05,42.31,0.78,0.57,109,54,90,20.77,38.77,1103.28,Maize,Flowering,Rabi,Sprinkler,Tomato,East,107.9,2.54,Zinc Sulphate
Clay,5.8,41.6,0.79,2.31,112,87,62,12.65,53.0,1839.19,Sugarcane,Vegetative,Rabi,Rainfed,Potato,West,135.56,4.69,NPK
Loamy,5.03,15.52,0.49,0.1,35,40,100,21.79,64.04,1811.15,Maize,Flowering,Zaid,Rainfed,Rice,Central,86.96,7.46,Urea
Silt,6.46,33.11,1.48,1.37,155,45,31,30.47,73.7,228.16,Maize,Vegetative,Zaid,Sprinkler,Tomato,South,89.05,3.03,MOP
Silt,7.49,55.77,0.82,0.35,98,48,69,12.8,71.22,927.94,Tomato,Vegetative,Zaid,Rainfed,Rice,North,188.66,4.42,NPK
Loamy,4.94,20.25,0.89,1.7,133,59,58,35.7,52.71,2261.62,Maize,Flowering,Rabi,Sprinkler,Potato,East,119.42,2.5,Compost
Silt,6.2,33.05,0.48,1.1,157,47,58,11.89,69.28,2046.88,Wheat,Harvest,Rabi,Canal,Cotton,West,286.51,3.87,DAP
Loamy,4.57,33.06,0.87,0.18,43,20,16,28.25,42.68,2713.09,Cotton,Vegetative,Rabi,Rainfed,Cotton,West,141.4,1.76,Urea
Loamy,4.63,50.54,0.53,1.44,155,83,55,15.67,59.62,2888.57,Potato,Harvest,Kharif,Canal,Rice,East,61.73,3.26,Compost
Sandy,6.43,51.23,0.46,1.75,20,25,20,12.75,66.92,2634.67,Sugarcane,Flowering,Kharif,Rainfed,Potato,West,79.67,1.93,Urea
Clay,5.69,47.96,0.56,0.82,93,60,25,20.65,74.66,1748.78,Maize,Flowering,Zaid,Drip,Maize,East,142.03,1.98,MOP
Clay,7.88,28.27,0.2,2.32,130,84,63,30.01,34.78,1720.31,Potato,Sowing,Zaid,Drip,Maize,West,181.58,1.73,Zinc Sulphate
Sandy,6.91,13.6,0.94,1.18,121,48,66,13.63,36.07,1234.59,Wheat,Sowing,Rabi,Drip,Sugarcane,North,56.58,6.13,MOP
Sandy,6.32,27.47,0.7,2.27,50,32,45,24.27,34.43,2716.62,Wheat,Flowering,Kharif,Sprinkler,Potato,South,136.29,4.11,Urea
Clay,6.13,43.99,1.37,1.78,96,74,60,22.18,62.79,2525.81,Sugarcane,Flowering,Kharif,Sprinkler,Wheat,Central,234.88,2.11,Urea
Loamy,6.49,45.14,0.25,2.62,81,58,31,22.82,64.2,2381.21,Sugarcane,Flowering,Kharif,Canal,Maize,West,75.48,7.6,MOP
Loamy,4.66,58.25,0.26,1.69,54,70,113,38.3,30.66,2379.57,Cotton,Sowing,Kharif,Canal,Sugarcane,North,78.21,4.78,Urea
Clay,8.07,32.68,1.35,0.64,41,63,46,20.47,69.4,2576.79,Cotton,Harvest,Kharif,Rainfed,Cotton,East,128.75,4.78,Urea
Loamy,8.49,41.62,0.36,2.49,154,22,12,39.75,75.8,2772.91,Wheat,Harvest,Rabi,Rainfed,Rice,West,75.44,4.72,DAP
Sandy,5.23,36.96,0.2,2.37,153,81,44,26.15,37.0,2498.91,Rice,Harvest,Zaid,Sprinkler,Wheat,Central,145.44,3.7,Compost
Loamy,4.98,17.53,0.43,2.92,31,33,47,35.27,50.24,2482.12,Maize,Sowing,Rabi,Drip,Tomato,Central,230.01,2.0,Urea
Loamy,5.07,33.06,1.27,0.37,150,58,115,20.47,81.0,2048.88,Sugarcane,Vegetative,Kharif,Canal,Cotton,West,295.79,3.84,Compost
Silt,7.14,37.24,1.24,1.81,119,46,64,12.54,71.23,1482.7,Tomato,Vegetative,Zaid,Drip,Rice,East,61.32,4.31,NPK
Silt,7.15,57.54,0.64,1.53,62,35,50,12.53,48.28,1742.49,Sugarcane,Harvest,Kharif,Canal,Wheat,West,194.56,6.54,DAP
Silt,7.89,28.33,1.07,2.05,93,51,47,27.22,74.53,1698.88,Cotton,Harvest,Zaid,Rainfed,Tomato,East,106.34,6.12,Zinc Sulphate
Loamy,7.51,59.0,0.86,2.94,27,12,97,37.9,83.24,2507.77,Maize,Flowering,Kharif,Rainfed,Maize,East,160.76,5.97,Urea
Clay,6.3,37.12,1.38,1.64,42,70,43,12.14,48.56,944.73,Sugarcane,Sowing,Rabi,Rainfed,Tomato,West,298.46,3.15,Urea
Sandy,6.95,22.12,0.27,2.09,62,52,108,30.67,71.06,1216.84,Cotton,Vegetative,Kharif,Canal,Cotton,East,298.31,7.22,NPK
Loamy,7.25,19.58,1.26,1.11,43,82,20,26.9,35.61,1760.09,Rice,Harvest,Zaid,Canal,Potato,South,201.74,5.45,Urea
Clay,6.55,17.08,0.42,0.97,150,74,88,29.57,33.52,2957.86,Maize,Flowering,Zaid,Sprinkler,Rice,East,91.51,1.23,MOP
Loamy,6.4,32.65,0.71,1.07,106,27,23,16.47,65.18,1570.25,Maize,Harvest,Zaid,Sprinkler,Cotton,North,175.1,5.41,DAP
Sandy,7.08,11.1,0.45,0.21,159,76,118,12.12,59.55,554.05,Cotton,Harvest,Kharif,Drip,Tomato,East,259.02,5.78,Compost
Loamy,6.73,32.25,1.11,0.93,65,23,90,12.24,78.61,2087.4,Tomato,Vegetative,Kharif,Sprinkler,Tomato,South,193.37,7.04,DAP
Sandy,7.08,59.42,1.08,0.6,130,73,30,17.4,76.82,1925.71,Cotton,Flowering,Rabi,Rainfed,Wheat,South,229.4,7.08,MOP
Loamy,6.95,43.51,0.91,1.43,65,41,37,16.41,47.2,2570.46,Wheat,Flowering,Kharif,Drip,Cotton,Central,242.79,3.36,MOP
Sandy,7.38,47.99,1.11,1.44,101,77,116,13.79,60.74,2593.67,Sugarcane,Harvest,Kharif,Drip,Wheat,South,163.86,1.25,MOP
Loamy,7.07,15.95,1.03,2.32,77,69,111,17.94,75.35,925.54,Rice,Sowing,Zaid,Rainfed,Potato,West,217.56,3.89,Urea
Sandy,6.58,33.66,1.21,1.56,104,30,95,26.02,46.26,326.97,Cotton,Harvest,Zaid,Rainfed,Cotton,West,81.16,5.39,DAP
Silt,7.23,24.31,0.51,1.44,44,36,69,38.49,51.72,2398.05,Wheat,Sowing,Kharif,Drip,Potato,East,145.65,3.99,Urea
Loamy,6.3,54.7,0.76,0.77,121,14,43,37.67,33.59,2026.67,Sugarcane,Vegetative,Zaid,Rainfed,Wheat,South,177.48,3.41,DAP
Loamy,5.47,19.06,0.4,2.57,93,76,74,18.15,37.83,595.81,Maize,Vegetative,Kharif,Sprinkler,Cotton,West,231.92,4.11,Compost
Clay,4.51,32.94,0.76,0.36,63,50,96,11.99,66.61,2959.51,Maize,Sowing,Kharif,Rainfed,Cotton,South,165.92,5.2,Compost
Clay,6.74,39.4,1.11,2.95,156,11,105,39.87,59.81,2792.6,Wheat,Vegetative,Kharif,Canal,Cotton,South,289.53,6.34,DAP
Sandy,6.86,35.7,1.1,1.48,111,52,13,24.29,40.12,2224.76,Rice,Vegetative,Kharif,Drip,Wheat,Central,121.12,1.1,MOP
Loamy,8.39,51.51,1.12,0.64,101,10,114,39.35,30.44,350.39,Sugarcane,Harvest,Kharif,Rainfed,Wheat,West,94.56,5.37,DAP
Sandy,5.95,21.57,0.6,1.13,158,32,116,26.13,40.14,797.31,Wheat,Sowing,Kharif,Drip,Wheat,East,99.59,1.88,DAP
Silt,6.08,28.87,1.06,0.14,121,72,65,36.59,74.98,1108.8,Maize,Sowing,Zaid,Drip,Tomato,West,142.71,6.95,SSP
Clay,5.31,49.6,0.68,0.58,85,57,79,23.42,35.62,356.53,Cotton,Sowing,Rabi,Canal,Tomato,Central,182.77,4.88,Compost
Sandy,4.78,36.4,1.43,1.07,41,34,89,28.66,54.15,2516.68,Maize,Flowering,Rabi,Drip,Rice,East,128.08,3.78,Urea
Sandy,7.59,30.11,0.65,1.71,106,76,19,26.07,44.33,414.53,Rice,Sowing,Zaid,Sprinkler,Cotton,East,266.86,6.63,MOP
Clay,5.5,11.47,0.98,0.48,128,86,44,16.6,62.96,775.1,Maize,Flowering,Rabi,Drip,Wheat,South,225.33,6.12,MOP
Loamy,6.94,47.67,1.18,2.06,109,56,97,32.91,60.69,1092.98,Rice,Harvest,Rabi,Rainfed,Tomato,West,116.32,7.41,DAP
Sandy,7.25,58.61,1.38,2.55,60,65,19,11.64,88.98,1129.42,Maize,Sowing,Kharif,Rainfed,Potato,North,240.96,6.07,MOP
Clay,6.38,41.01,0.77,1.76,142,68,85,20.87,76.37,942.29,Maize,Sowing,Zaid,Rainfed,Maize,North,194.06,2.21,Urea
Loamy,8.01,52.83,0.67,0.96,131,25,72,36.1,86.3,2940.08,Rice,Vegetative,Rabi,Rainfed,Maize,North,221.38,7.1,DAP
Silt,6.28,35.84,0.76,0.45,112,56,106,25.08,64.68,2890.3,Rice,Flowering,Zaid,Sprinkler,Rice,South,285.63,1.66,DAP
Clay,5.64,21.58,0.62,0.15,102,63,100,12.33,74.27,1936.84,Tomato,Sowing,Kharif,Canal,Cotton,North,111.38,6.62,MOP
Sandy,8.08,10.72,1.05,2.22,67,56,34,16.23,83.7,550.32,Rice,Harvest,Rabi,Drip,Cotton,North,279.93,7.58,MOP
Silt,7.95,42.67,1.41,1.92,46,61,83,13.29,32.46,2178.7,Maize,Vegetative,Rabi,Rainfed,Sugarcane,East,225.89,7.65,Urea
Loamy,5.16,34.66,0.36,1.48,113,27,98,18.33,84.93,2931.22,Rice,Harvest,Rabi,Canal,Maize,East,102.22,5.74,DAP
Loamy,4.6,49.1,0.93,0.4,111,55,41,14.96,42.71,2995.34,Potato,Vegetative,Kharif,Sprinkler,Potato,North,277.17,7.34,Compost
Clay,4.86,44.73,1.37,0.7,75,35,115,31.36,72.3,1926.49,Sugarcane,Harvest,Zaid,Canal,Potato,South,160.1,7.75,DAP
Clay,5.65,59.4,0.33,2.46,154,27,65,29.78,76.4,728.04,Tomato,Vegetative,Rabi,Drip,Maize,Central,101.84,6.42,DAP
Clay,8.39,35.52,0.84,1.49,89,58,35,14.05,36.56,2528.71,Cotton,Harvest,Rabi,Canal,Potato,South,116.73,3.54,MOP
Loamy,6.73,31.36,1.32,2.89,40,74,77,23.35,87.19,1943.73,Tomato,Harvest,Rabi,Rainfed,Cotton,Central,232.04,3.12,Urea
Silt,5.99,24.34,1.37,3.0,66,16,82,18.88,85.59,1465.96,Tomato,Harvest,Zaid,Drip,Wheat,East,285.78,2.74,DAP
Loamy,8.05,33.84,0.87,2.42,79,39,36,20.12,69.27,619.92,Wheat,Flowering,Kharif,Drip,Sugarcane,North,109.55,4.26,DAP
Sandy,6.31,53.64,0.23,0.85,131,34,82,27.28,39.32,871.41,Maize,Flowering,Rabi,Drip,Wheat,West,279.23,5.68,DAP
Loamy,5.76,12.12,0.34,0.77,109,34,117,36.96,63.96,1820.27,Rice,Flowering,Kharif,Canal,Wheat,Central,66.01,1.3,DAP
Sandy,8.26,58.9,0.96,0.84,36,36,99,36.92,50.65,929.83,Rice,Vegetative,Rabi,Sprinkler,Cotton,North,81.18,5.84,Urea
Silt,7.9,59.67,0.36,2.96,45,44,20,22.39,85.85,1538.06,Tomato,Sowing,Rabi,Rainfed,Rice,East,140.66,3.29,Urea
Clay,7.87,39.89,0.39,1.07,25,39,62,21.8,54.4,2203.63,Sugarcane,Vegetative,Zaid,Drip,Tomato,North,196.95,3.45,Urea
Clay,6.55,26.58,1.2,2.15,29,23,111,25.54,71.62,2964.61,Maize,Flowering,Zaid,Rainfed,Potato,North,193.43,2.59,Urea
Loamy,7.66,21.15,1.18,2.88,100,44,41,24.22,68.22,322.95,Wheat,Flowering,Zaid,Rainfed,Cotton,West,61.2,1.93,MOP
Clay,5.22,23.82,1.3,2.48,150,43,68,11.85,46.26,2430.96,Maize,Sowing,Kharif,Drip,Wheat,Central,59.05,5.78,Compost
Silt,6.79,12.51,0.34,1.83,78,24,39,27.36,62.13,558.02,Potato,Harvest,Rabi,Rainfed,Potato,North,214.73,2.01,DAP
Clay,8.44,33.76,0.46,0.59,131,16,112,27.54,54.6,2841.89,Cotton,Vegetative,Zaid,Canal,Cotton,Central,161.51,5.38,DAP
Loamy,5.66,12.87,1.28,0.61,99,22,18,23.51,52.48,2355.89,Maize,Sowing,Rabi,Drip,Cotton,Central,170.3,7.12,DAP
Silt,7.68,45.92,1.14,1.53,67,49,20,22.42,81.84,1313.99,Wheat,Vegetative,Zaid,Sprinkler,Potato,South,57.5,6.9,MOP
Sandy,6.46,28.6,1.25,2.86,110,69,96,38.17,38.39,1635.24,Cotton,Flowering,Rabi,Canal,Tomato,West,299.68,3.53,NPK
Loamy,4.66,19.97,1.49,2.72,152,43,26,28.02,54.62,2094.77,Potato,Vegetative,Rabi,Drip,Rice,East,197.24,6.15,MOP
Sandy,7.55,37.24,1.32,0.58,95,22,105,34.49,30.41,1770.86,Cotton,Harvest,Kharif,Drip,Sugarcane,South,278.54,5.15,DAP
Silt,5.17,58.69,0.88,0.93,104,13,20,38.62,45.71,2944.13,Wheat,Flowering,Rabi,Sprinkler,Potato,East,141.47,2.39,DAP
Loamy,7.03,44.76,0.6,1.81,26,22,66,34.3,67.3,2996.15,Sugarcane,Vegetative,Rabi,Rainfed,Sugarcane,South,190.21,2.87,Urea
Loamy,4.84,34.59,0.94,1.48,28,57,95,38.29,35.25,359.73,Rice,Flowering,Rabi,Rainfed,Wheat,Central,156.35,4.43,Urea
Silt,8.29,48.85,1.03,0.45,108,22,59,32.78,46.27,2238.08,Sugarcane,Vegetative,Zaid,Rainfed,Sugarcane,North,79.92,7.48,DAP
